# Lambda[um] Flux_nu[mJy]
0.12425000000000003 1.3923185981007904
0.12429000000000003 1.3557330140420347
0.12433000000000002 1.3322632808801347
0.12437000000000002 1.2825468996982576
0.12441000000000002 1.2708624241159194
0.12445000000000002 1.2558092755980876
0.12449000000000003 1.2480714978303427
0.12453000000000002 1.219466189363076
0.12457000000000003 1.2064656516014827
0.12461000000000001 1.196493184850134
0.12465000000000002 1.1671442503433493
0.12469000000000004 1.1584080270854251
0.12473000000000002 1.1381911912577867
0.12477000000000003 1.1431690188561716
0.12481000000000002 1.1247284793474024
0.12485000000000002 1.1139795570257476
0.12489000000000003 1.114683069312171
0.12493000000000001 1.1106284185864346
0.12497000000000003 1.103087983812188
0.12501 1.093931676221688
0.12505000000000002 1.101423222893419
0.12509000000000003 1.1047898825095863
0.12513000000000002 1.0680073982651694
0.12517000000000003 1.0740105173630485
0.12521000000000002 1.0657389852881154
0.12525000000000003 1.0730604558771124
0.12529000000000004 1.059985349887488
0.12533000000000002 1.0379909862742778
0.12537000000000004 1.0511106433159505
0.12541000000000002 1.0250364227157107
0.12545000000000003 1.048231898116163
0.12549000000000005 1.0277155988643323
0.12553000000000003 1.0361448370640132
0.12557000000000001 1.0288422706630267
0.12561000000000003 1.0253927584993814
0.12565 1.0212167443885465
0.12569000000000002 1.0107428405889054
0.12573 1.0194961292137308
0.12577000000000002 1.0151904309519357
0.12581 0.9967871036487514
0.12585000000000002 1.0091018917685717
0.12589000000000003 1.0146386830149345
0.12593000000000001 1.015669717411437
0.12597000000000003 0.9865358303783615
0.12601 1.049724758472476
0.12605000000000002 0.9909744907767161
0.12609000000000004 0.9853616276538888
0.12613000000000002 0.9839916263047551
0.12617000000000003 0.9742348600676608
0.12621000000000002 0.9925779569000698
0.12625000000000003 0.9785756606867344
0.12629000000000004 0.9830209757116707
0.12633000000000003 0.9695206975069067
0.12637000000000004 0.9538720021712489
0.12641000000000002 0.959075905871288
0.12645000000000003 0.9463117358225871
0.12649000000000002 0.9482767798008449
0.12653000000000003 0.9436324402230293
0.12657000000000002 0.9126960708781741
0.12661 0.9308916150443651
0.12665 0.9021434274865915
0.12669000000000002 0.9056258466967508
0.12673 0.9115228664098348
0.12677000000000002 0.9070754989689569
0.12681 0.8958740989720628
0.12685000000000002 0.863151034252336
0.12689000000000003 0.8151815898858271
0.12693000000000002 0.8619292235785664
0.12697000000000003 0.8772445866462726
0.12701 0.8807030866824543
0.12705000000000002 0.8834654638326493
0.12709000000000004 0.8851370965045762
0.12713000000000002 0.843466063854882
0.12717000000000003 0.856091319019173
0.12721000000000002 0.8498070549858194
0.12725000000000003 0.869656463514169
0.12729000000000004 0.8628637685919373
0.12733000000000003 0.8767802617344361
0.12737000000000004 0.8684672654207668
0.12741000000000002 0.8641990273630565
0.12745000000000004 0.8484328079627674
